comment,toxic,comment_clean
"Well, the interface would be a jinja template on the controller. But I feel pretty strongly that this is a ""centralize intelligence"" kind of issue. Octavia VMs should be as dumb as possible, so the ability to generate their own haproxy configurations is something I *don't* want them to have to do.",0,well the interface would be a jinja template on the controller but i feel pretty strongly that this is a centralize intelligence kind of issue octavia vms should be as dumb as possible so the ability to generate their own haproxy configurations is something i do not want them to have to do
"Let's have a comment about one of them is for the header and the other is for the body.
 --
 // Complete a write of headers.
 ...
 // Complete a write of the body.
 ...",0,lets have a comment about one of them is for the header and the other is for the body complete a write of headers complete a write of the body
Should you kill the class?,0,should you kill the class
You moved the do_migration_list() function to shell.py; looks like you forgot to remove it here.,0,you moved the domigrationlist function to shellpy looks like you forgot to remove it here
"How does this work?  Doesn't gbm_bo_destroy(bo1) free the bo, rendering whatever this returns junk?",0,how does this work does not gbmbodestroybo1 free the bo rendering whatever this returns junk
"Ã¢â‚¬Å“pid,Ã¢â‚¬ï¿½ not Ã¢â‚¬Å“child,Ã¢â‚¬ï¿½Ã‚Â because itÃ¢â‚¬â„¢s not always the child pid.",0,pid not child because its not always the child pid
"useless, since they are already default values. You can drop the 2 params I guess.",0,useless since they are already default values you can drop the 2 params i guess
"CamelCase, how ugly. But has nothing to do with the patch.",1,camelcase how ugly but has nothing to do with the patch
"Can we get rid of fixed dummy instance id now?
 it is introduced to avoid async operations in unexpected order.
 If it is unique id per instance, it should ok, I think.",0,can we get rid of fixed dummy instance id now it is introduced to avoid async operations in unexpected order if it is unique id per instance it should ok i think
"yes, and the author of the patch is an idiot!
 
 Will update",0,yes and the author of the patch is an idiot will update
Should be a cfg.PortOpt.,0,should be a cfgportopt
please kill the newline,0,please kill the newline
my*GoogleImageLabel,0,mygoogleimagelabel
"I think there's a case where you (dumb example) want to lock between nova-api and nova-scheduler though Ã¢â‚¬â€œ even if not cross project, it can be cross services.",0,i think theres a case where you dumb example want to lock between novaapi and novascheduler though even if not cross project it can be cross services
"Hehe, I see you refactored kill a bit to accept signal :), nice, looks good.",0,hehe i see you refactored kill a bit to accept signal nice looks good
"When I stop to think about it, I really think making this a global constant would make this less clear, not more clear. It's just a dummy string. I happen to be using the same dummy string in two functions.",0,when i stop to think about it i really think making this a global constant would make this less clear not more clear it is just a dummy string i happen to be using the same dummy string in two functions
desired_locale = system_locale[0] or 'en_US',0,desiredlocale systemlocale0 or enus
Should these be just ipv4_addr.sin_addr and ipv4_gw.sin_addr instead of ipv4_addr.sin_addr.s_addr and ipv4_gw_sin_addr.s_addr?,0,should these be just ipv4addrsinaddr and ipv4gwsinaddr instead of ipv4addrsinaddrsaddr and ipv4gwsinaddrsaddr
run-tests.sh should be run_tests.sh (with an underscore instead of a dash),0,runtestssh should be runtestssh with an underscore instead of a dash
"Should this be done only when config.Healthcheck is not nil?
 That way we can also log that we are explicitly disabling the healthchecks because of daemon flag:
 
  if config.Healthcheck != nil && config.Healthcheck {
  log...info(""disabling healthcheck because of daemon flag"")
  config.Healthcheck = nil
  }
 
 WDYT?",0,should this be done only when confighealthcheck is not nil that way we can also log that we are explicitly disabling the healthchecks because of daemon flag if confighealthcheck nil confighealthcheck loginfodisabling healthcheck because of daemon flag confighealthcheck nil wdyt
"That instead should be

 const sal_Unicode* pParseEnd;

because rtl::math::stringToDouble() expects

 sal_Unicode const ** pParsedEnd

at that place. Code probably shouldn't even compile like it is.",0,that instead should be const salunicode pparseend because rtlmathstringtodouble expects salunicode const pparsedend at that place code probably should not even compile like it is
